Indicator,Country,Year,Tax (% of GDP
Environmental Taxes,United Kingdom,2006,2.18
Environmental Taxes,United Kingdom,2007,2.24
Environmental Taxes,United Kingdom,2008,2.22
Environmental Taxes,United Kingdom,2009,2.37
Environmental Taxes,United Kingdom,2010,2.46
Environmental Taxes,United Kingdom,2011,2.43
Environmental Taxes,United Kingdom,2012,2.41
Environmental Taxes,United Kingdom,2013,2.44
Environmental Taxes,United Kingdom,2014,2.42
Environmental Taxes,United Kingdom,2015,2.38
Environmental Taxes,United Kingdom,2016,2.36
Environmental Taxes,United Kingdom,2017,2.35
Environmental Taxes,United Kingdom,2018,2.3
Environmental Taxes,United Kingdom,2019,2.28
Environmental Taxes,United Kingdom,2020,2.03
Taxes on Energy (including fuel for transport),United Kingdom,1995,1.94
Taxes on Energy (including fuel for transport),United Kingdom,1996,1.99
Taxes on Energy (including fuel for transport),United Kingdom,1997,2
Taxes on Energy (including fuel for transport),United Kingdom,1998,2.13
Taxes on Energy (including fuel for transport),United Kingdom,1999,2.16
Taxes on Energy (including fuel for transport),United Kingdom,2000,2.11
Taxes on Energy (including fuel for transport),United Kingdom,2001,1.99
Taxes on Energy (including fuel for transport),United Kingdom,2002,1.95
Taxes on Energy (including fuel for transport),United Kingdom,2003,1.88
Taxes on Energy (including fuel for transport),United Kingdom,2004,1.87
Taxes on Energy (including fuel for transport),United Kingdom,2005,1.76
Taxes on Energy (including fuel for transport),United Kingdom,2006,1.68
Taxes on Energy (including fuel for transport),United Kingdom,2007,1.68
Taxes on Energy (including fuel for transport),United Kingdom,2008,1.66
Taxes on Energy (including fuel for transport),United Kingdom,2009,1.78
Taxes on Energy (including fuel for transport),United Kingdom,2010,1.83
Taxes on Energy (including fuel for transport),United Kingdom,2011,1.78
Taxes on Energy (including fuel for transport),United Kingdom,2012,1.75
Taxes on Energy (including fuel for transport),United Kingdom,2013,1.77
Taxes on Energy (including fuel for transport),United Kingdom,2014,1.77
Taxes on Energy (including fuel for transport),United Kingdom,2015,1.76
Taxes on Energy (including fuel for transport),United Kingdom,2016,1.75
Taxes on Energy (including fuel for transport),United Kingdom,2017,1.76
Taxes on Energy (including fuel for transport),United Kingdom,2018,1.72
Taxes on Energy (including fuel for transport),United Kingdom,2019,1.69
Taxes on Energy (including fuel for transport),United Kingdom,2020,1.54
Taxes on Pollution,United Kingdom,1995,0
Taxes on Pollution,United Kingdom,1996,0.01
Taxes on Pollution,United Kingdom,1997,0.04
Taxes on Pollution,United Kingdom,1998,0.03
Taxes on Pollution,United Kingdom,1999,0.04
Taxes on Pollution,United Kingdom,2000,0.04
Taxes on Pollution,United Kingdom,2001,0.04
Taxes on Pollution,United Kingdom,2002,0.05
Taxes on Pollution,United Kingdom,2003,0.05
Taxes on Pollution,United Kingdom,2004,0.05
Taxes on Pollution,United Kingdom,2005,0.05
Taxes on Pollution,United Kingdom,2006,0.05
Taxes on Pollution,United Kingdom,2007,0.06
Taxes on Pollution,United Kingdom,2008,0.06
Taxes on Pollution,United Kingdom,2009,0.05
Taxes on Pollution,United Kingdom,2010,0.07
Taxes on Pollution,United Kingdom,2011,0.07
Taxes on Pollution,United Kingdom,2012,0.06
Taxes on Pollution,United Kingdom,2013,0.07
Taxes on Pollution,United Kingdom,2014,0.06
Taxes on Pollution,United Kingdom,2015,0.05
Taxes on Pollution,United Kingdom,2016,0.05
Taxes on Pollution,United Kingdom,2017,0.04
Taxes on Pollution,United Kingdom,2018,0.04
Taxes on Pollution,United Kingdom,2019,0.03
Taxes on Pollution,United Kingdom,2020,0.03
Taxes on Resources,United Kingdom,1995,0
Taxes on Resources,United Kingdom,1996,0
Taxes on Resources,United Kingdom,1997,0
Taxes on Resources,United Kingdom,1998,0
Taxes on Resources,United Kingdom,1999,0
Taxes on Resources,United Kingdom,2000,0
Taxes on Resources,United Kingdom,2001,0
Taxes on Resources,United Kingdom,2002,0.02
Taxes on Resources,United Kingdom,2003,0.03
Taxes on Resources,United Kingdom,2004,0.03
Taxes on Resources,United Kingdom,2005,0.03
Taxes on Resources,United Kingdom,2006,0.02
Taxes on Resources,United Kingdom,2007,0.02
Taxes on Resources,United Kingdom,2008,0.02
Taxes on Resources,United Kingdom,2009,0.02
Taxes on Resources,United Kingdom,2010,0.02
Taxes on Resources,United Kingdom,2011,0.02
Taxes on Resources,United Kingdom,2012,0.02
Taxes on Resources,United Kingdom,2013,0.02
Taxes on Resources,United Kingdom,2014,0.02
Taxes on Resources,United Kingdom,2015,0.02
Taxes on Resources,United Kingdom,2016,0.02
Taxes on Resources,United Kingdom,2017,0.02
Taxes on Resources,United Kingdom,2018,0.02
Taxes on Resources,United Kingdom,2019,0.02
Taxes on Resources,United Kingdom,2020,0.02
Taxes on Transport (excluding fuel for transport),United Kingdom,1995,0.51
Taxes on Transport (excluding fuel for transport),United Kingdom,1996,0.5
Taxes on Transport (excluding fuel for transport),United Kingdom,1997,0.5
Taxes on Transport (excluding fuel for transport),United Kingdom,1998,0.55
Taxes on Transport (excluding fuel for transport),United Kingdom,1999,0.56
Taxes on Transport (excluding fuel for transport),United Kingdom,2000,0.51
Taxes on Transport (excluding fuel for transport),United Kingdom,2001,0.44
Taxes on Transport (excluding fuel for transport),United Kingdom,2002,0.44
Taxes on Transport (excluding fuel for transport),United Kingdom,2003,0.45
Taxes on Transport (excluding fuel for transport),United Kingdom,2004,0.44
Taxes on Transport (excluding fuel for transport),United Kingdom,2005,0.41
Taxes on Transport (excluding fuel for transport),United Kingdom,2006,0.41
Taxes on Transport (excluding fuel for transport),United Kingdom,2007,0.49
Taxes on Transport (excluding fuel for transport),United Kingdom,2008,0.48
Taxes on Transport (excluding fuel for transport),United Kingdom,2009,0.51
Taxes on Transport (excluding fuel for transport),United Kingdom,2010,0.55
Taxes on Transport (excluding fuel for transport),United Kingdom,2011,0.57
Taxes on Transport (excluding fuel for transport),United Kingdom,2012,0.58
Taxes on Transport (excluding fuel for transport),United Kingdom,2013,0.58
Taxes on Transport (excluding fuel for transport),United Kingdom,2014,0.57
Taxes on Transport (excluding fuel for transport),United Kingdom,2015,0.55
Taxes on Transport (excluding fuel for transport),United Kingdom,2016,0.54
Taxes on Transport (excluding fuel for transport),United Kingdom,2017,0.53
Taxes on Transport (excluding fuel for transport),United Kingdom,2018,0.52
Taxes on Transport (excluding fuel for transport),United Kingdom,2019,0.54
Taxes on Transport (excluding fuel for transport),United Kingdom,2020,0.43
Taxes on Transport (excluding fuel for transport),United Kingdom,2021,0.676199506
Environmental Taxes,United States,2001,0.913889439
Environmental Taxes,United States,2002,0.916104391
Environmental Taxes,United States,2003,0.89944804
Environmental Taxes,United States,2004,0.881209019
Environmental Taxes,United States,2005,0.865002209
Environmental Taxes,United States,2006,0.828656902
Environmental Taxes,United States,2007,0.791262242
Environmental Taxes,United States,2008,0.741972248
Environmental Taxes,United States,2009,0.76638394
Environmental Taxes,United States,2010,0.745185536
Environmental Taxes,United States,2011,0.740601402
Environmental Taxes,United States,2012,0.765335522
Environmental Taxes,United States,2013,0.752717921
Environmental Taxes,United States,2014,0.741635282
Environmental Taxes,United States,2015,0.740367263
Environmental Taxes,United States,2016,0.740304845
Environmental Taxes,United States,2017,0.736121429
Environmental Taxes,United States,2018,0.739219843
Environmental Taxes,United States,2019,0.725261021
Environmental Taxes,United States,2020,0.662463842
Environmental Taxes,United States,2021,0.400354165
Taxes on Energy (including fuel for transport),United States,2001,0.610522188
Taxes on Energy (including fuel for transport),United States,2002,0.600955248
Taxes on Energy (including fuel for transport),United States,2003,0.583793409
Taxes on Energy (including fuel for transport),United States,2004,0.560686083
Taxes on Energy (including fuel for transport),United States,2005,0.552150439
Taxes on Energy (including fuel for transport),United States,2006,0.525572541
Taxes on Energy (including fuel for transport),United States,2007,0.486581343
Taxes on Energy (including fuel for transport),United States,2008,0.445676158
Taxes on Energy (including fuel for transport),United States,2009,0.454287698
Taxes on Energy (including fuel for transport),United States,2010,0.442202874
Taxes on Energy (including fuel for transport),United States,2011,0.43566152
Taxes on Energy (including fuel for transport),United States,2012,0.463690364
Taxes on Energy (including fuel for transport),United States,2013,0.450151322
Taxes on Energy (including fuel for transport),United States,2014,0.441592064
Taxes on Energy (including fuel for transport),United States,2015,0.439562766
Taxes on Energy (including fuel for transport),United States,2016,0.436940845
Taxes on Energy (including fuel for transport),United States,2017,0.431245309
Taxes on Energy (including fuel for transport),United States,2018,0.431416563
Taxes on Energy (including fuel for transport),United States,2019,0.422732204
Taxes on Energy (including fuel for transport),United States,2020,0.418692676
Taxes on Energy (including fuel for transport),United States,2021,0.275845341
Taxes on Transport (excluding fuel for transport),United States,2001,0.303367251
Taxes on Transport (excluding fuel for transport),United States,2002,0.315149143
Taxes on Transport (excluding fuel for transport),United States,2003,0.315654631
Taxes on Transport (excluding fuel for transport),United States,2004,0.320522936
Taxes on Transport (excluding fuel for transport),United States,2005,0.31285177
Taxes on Transport (excluding fuel for transport),United States,2006,0.303084361
Taxes on Transport (excluding fuel for transport),United States,2007,0.304680899
Taxes on Transport (excluding fuel for transport),United States,2008,0.29629609
Taxes on Transport (excluding fuel for transport),United States,2009,0.312096242
Taxes on Transport (excluding fuel for transport),United States,2010,0.302982662
Taxes on Transport (excluding fuel for transport),United States,2011,0.304939882
Taxes on Transport (excluding fuel for transport),United States,2012,0.301645157
Taxes on Transport (excluding fuel for transport),United States,2013,0.302566599
Taxes on Transport (excluding fuel for transport),United States,2014,0.300043223
Taxes on Transport (excluding fuel for transport),United States,2015,0.300804492
Taxes on Transport (excluding fuel for transport),United States,2016,0.303363999
Taxes on Transport (excluding fuel for transport),United States,2017,0.304876121
Taxes on Transport (excluding fuel for transport),United States,2018,0.30780328
Taxes on Transport (excluding fuel for transport),United States,2019,0.302528813
Taxes on Transport (excluding fuel for transport),United States,2020,0.243771166
Environmental Taxes,Uruguay,2015,1.622053227
Environmental Taxes,Uruguay,2016,1.647432006
Environmental Taxes,Uruguay,2017,1.723939427
Environmental Taxes,Uruguay,2018,1.706811311
Environmental Taxes,Uruguay,2019,1.670845053
Taxes on Energy (including fuel for transport),Uruguay,2015,0.891279969
Taxes on Energy (including fuel for transport),Uruguay,2016,0.88171612
Taxes on Energy (including fuel for transport),Uruguay,2017,0.929913643
Taxes on Energy (including fuel for transport),Uruguay,2018,0.941456842
Taxes on Energy (including fuel for transport),Uruguay,2019,0.930825931
Taxes on Pollution,Uruguay,1995,0
Taxes on Pollution,Uruguay,1996,0
Taxes on Pollution,Uruguay,1997,0
Taxes on Pollution,Uruguay,1998,0
Taxes on Pollution,Uruguay,1999,0
Taxes on Pollution,Uruguay,2000,0
Taxes on Pollution,Uruguay,2001,0
Taxes on Pollution,Uruguay,2002,0
Taxes on Pollution,Uruguay,2003,0
Taxes on Pollution,Uruguay,2004,0
Taxes on Pollution,Uruguay,2005,0
Taxes on Pollution,Uruguay,2006,0
Taxes on Pollution,Uruguay,2007,0
Taxes on Pollution,Uruguay,2008,0
Taxes on Pollution,Uruguay,2009,0
Taxes on Pollution,Uruguay,2010,0
Taxes on Pollution,Uruguay,2011,0
Taxes on Pollution,Uruguay,2012,0
Taxes on Pollution,Uruguay,2013,0
Taxes on Pollution,Uruguay,2014,0
Taxes on Pollution,Uruguay,2015,0
Taxes on Pollution,Uruguay,2016,0
Taxes on Pollution,Uruguay,2017,0
Taxes on Pollution,Uruguay,2018,0
Taxes on Pollution,Uruguay,2019,0
Taxes on Pollution,Uruguay,2020,0
Taxes on Resources,Uruguay,1995,0
Taxes on Resources,Uruguay,1996,0
Taxes on Resources,Uruguay,1997,0
Taxes on Resources,Uruguay,1998,0
Taxes on Resources,Uruguay,1999,0
Taxes on Resources,Uruguay,2000,0
Taxes on Resources,Uruguay,2001,0
Taxes on Resources,Uruguay,2002,0
Taxes on Resources,Uruguay,2003,0
Taxes on Resources,Uruguay,2004,0
Taxes on Resources,Uruguay,2005,0
Taxes on Resources,Uruguay,2006,0
Taxes on Resources,Uruguay,2007,0
Taxes on Resources,Uruguay,2008,0
Taxes on Resources,Uruguay,2009,0
Taxes on Resources,Uruguay,2010,0
Taxes on Resources,Uruguay,2011,0
Taxes on Resources,Uruguay,2012,0
Taxes on Resources,Uruguay,2013,0
Taxes on Resources,Uruguay,2014,0
Taxes on Resources,Uruguay,2015,0
Taxes on Resources,Uruguay,2016,0
Taxes on Resources,Uruguay,2017,0
Taxes on Resources,Uruguay,2018,0
Taxes on Resources,Uruguay,2019,0
Taxes on Resources,Uruguay,2020,0
Taxes on Transport (excluding fuel for transport),Uruguay,2015,0.730773257
Taxes on Transport (excluding fuel for transport),Uruguay,2016,0.765715886
Taxes on Transport (excluding fuel for transport),Uruguay,2017,0.794025784
Taxes on Transport (excluding fuel for transport),Uruguay,2018,0.765354469
Taxes on Transport (excluding fuel for transport),Uruguay,2019,0.740019122
Environmental Taxes,"Venezuela, Rep. Bolivariana de",1995,3
Environmental Taxes,"Venezuela, Rep. Bolivariana de",1996,3.86
Environmental Taxes,"Venezuela, Rep. Bolivariana de",1997,9.89
Environmental Taxes,"Venezuela, Rep. Bolivariana de",1998,8.63
Environmental Taxes,"Venezuela, Rep. Bolivariana de",1999,7.2
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2000,5.87
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2001,5.49
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2002,3.85
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2003,2.06
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2004,1.41
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2005,1.55
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2006,1.93
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2007,1.42
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2008,1.73
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2009,1.07
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2010,1.26
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2011,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2012,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2013,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2014,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2015,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2016,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2017,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2018,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2019,0
Environmental Taxes,"Venezuela, Rep. Bolivariana de",2020,0
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",1995,3
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",1996,3.86
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",1997,9.89
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",1998,8.63
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",1999,7.2
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2000,5.87
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2001,5.49
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2002,3.85
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2003,2.06
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2004,1.41
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2005,1.55
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2006,1.93
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2007,1.42
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2008,1.73
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2009,1.07
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2010,1.26
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2011,0
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2012,0
Taxes on Energy (including fuel for transport),"Venezuela, Rep. Bolivariana de",2013,0
